,Id,News_Headlines,Viral_Anticipated_News
1071,1071,Record 12.3 mn participate in Travis Scott concert hosted on Fortnite,286
1072,1072,"We have to survive in crisis, can thrive later: Blume Ventures' Sanjay Nath",286
1073,1073,BigBasket invests ₹2.67 cr in recently-acquired startup DailyNinja,286
1074,1074,"Amazon, BigBasket, Grofers, MedLife celebrate spirit of delivery heroes",286
1075,1075,Delaying vaccination can increase the risk of getting sick: WHO,286
1076,1076,Asian Paints recreates 'Har Ghar Chup Chap Se Kehta Hai' ad film,286
1077,1077,"Woman's breast implant deflects bullet away from her heart, saves her life",286
1078,1078,My wife hates it when I work from home: Banksy shares graffiti from bathroom,286
1079,1079,19 top executives pledge ₹300 cr for a B-school where CEOs will teach,287
1080,1080,FLAME University admissions open for UG and PG programs for AY 2020,289
1081,1081,4-inch-long knife removed from Chinese man's head 26 yrs after he was stabbed,289
1082,1082,I think what would Mother Teresa do: Indian-origin man feeds 24k Kenyan families,289
1083,1083,"Light aircraft lands on Canada highway, traffic continues to move; video surfaces",289
1084,1084,You have to be someone to be insulted: Chetan Bhagat after Kunal Kamra trolls him,289
1085,1085,Andhra policeman rides horse painted with pics of coronavirus,289
1086,1086,68-year-old Nigerian woman gives birth to twins in her fourth IVF attempt,289
1087,1087,Rushing to get tested for coronavirus: Man speeding Lamborghini at 160 kmph in Aus,290
1088,1088,"3,000 square metre coronavirus-themed grass graffiti unveiled in Swiss Alps",290
1089,1089,"Maharashtra couple dig well outside house in 21 days, find water at 25 feet",290
1090,1090,'Rare' pair of sneakers made by Apple in 1990s auctioned for ₹7.3 lakh,291
1091,1091,Lions nap on South African national park's road during lockdown; pics go viral,291
1092,1092,"Couple gets married amid lockdown, families attend function via video conference",291
1093,1093,What is the theme of World Health Day 2020?,291
1094,1094,"Uttar Pradesh Minister gives hair-cut to children amid lockdown, shares video",291
1095,1095,US cancels Spelling Bee for 1st time since WWII due to COVID-19,292
1096,1096,"Rohtak court opens at night, man marries Mexican girl he met on a language app",293
1097,1097,"Australian family recreates 15-hour flight in living room, shares pics",293
1098,1098,"US reporter mistakenly turns on filters during Facebook live, video goes viral",293
1099,1099,US woman watering plant for two years realises it is made of plastic,295
1100,1100,People burn effigy based on theme of coronavirus for Holika Dahan in Mumbai ,296
1101,1101,Hospital staff in US dances whenever a patient taken off ventilator; video viral,296
1102,1102,"Brazil judge forgets camera is on during Zoom court hearing, appears shirtless",296
1103,1103,"Mahindra shares video of bank worker taking cheque with cooking tongs, ironing it",296
1104,1104,"'Pan Masala' delivered through drone in Gujarat during lockdown, 2 detained",296
1105,1105,'Wash hands' seen written in sky above Sydney amid coronavirus scare,297
1106,1106,Newspaper prints blank pages to help tackle toilet paper shortage in Australia,297
1107,1107,Robots wearing robes attend graduation ceremony in Japan amid coronavirus pandemic,297
1108,1108,Bride and groom get married over video call in Maharashtra amid lockdown,297
1109,1109,Pandas mate for 1st time in 10 years in Hong Kong zoo amid coronavirus lockdown,299
1110,1110,"UK woman shops in zorb ball to maintain social distance, video goes viral",300
1111,1111,"Italian man wears cardboard disc to keep distance amid coronavirus, pics viral",300
1112,1112,Newborn twins in Raipur named Corona and Covid,300
1113,1113,UK man drives 193 km amid lockdown to buy '₹93 cheaper' bread; fined,300
1114,1114,"Viral video shows pigeon flying in GoAir flight, passengers trying to catch it",300
1115,1115,"ITBP troopers dressed as bear chase monkeys, video surfaces",300
1116,1116,Effigy based on theme of coronavirus put up in Mumbai ahead of Holika Dahan,300
1117,1117,People in Maharashtra exercise on streets after all gyms shut in state,300
1118,1118,"Pilot draws heart shape in sky in Iceland to thank medical workers, pic surfaces",302
1119,1119,UK couple exchange onion rings after wedding gets cancelled over coronavirus,302
1120,1120,"Rohtak court opens at night, man marries Mexican girl he met on a language app",303
1121,1121,"Australian family recreates 15-hour flight in living room, shares pics",303
1122,1122,"US reporter mistakenly turns on filters during Facebook live, video goes viral",303
1123,1123,US woman watering plant for two years realises it is made of plastic,305
1124,1124,People burn effigy based on theme of coronavirus for Holika Dahan in Mumbai ,306
1125,1125,Hospital staff in US dances whenever a patient taken off ventilator; video viral,306
1126,1126,"Brazil judge forgets camera is on during Zoom court hearing, appears shirtless",306
1127,1127,"Mahindra shares video of bank worker taking cheque with cooking tongs, ironing it",306
1128,1128,"'Pan Masala' delivered through drone in Gujarat during lockdown, 2 detained",306
1129,1129,'Wash hands' seen written in sky above Sydney amid coronavirus scare,307
1130,1130,Newspaper prints blank pages to help tackle toilet paper shortage in Australia,307
1131,1131,Robots wearing robes attend graduation ceremony in Japan amid coronavirus pandemic,307
1132,1132,Bride and groom get married over video call in Maharashtra amid lockdown,307
1133,1133,Pandas mate for 1st time in 10 years in Hong Kong zoo amid coronavirus lockdown,309
1134,1134,"UK woman shops in zorb ball to maintain social distance, video goes viral",310
1135,1135,"Italian man wears cardboard disc to keep distance amid coronavirus, pics viral",310
1136,1136,Newborn twins in Raipur named Corona and Covid,310
1137,1137,UK man drives 193 km amid lockdown to buy '₹93 cheaper' bread; fined,310
1138,1138,"Viral video shows pigeon flying in GoAir flight, passengers trying to catch it",310
1139,1139,"ITBP troopers dressed as bear chase monkeys, video surfaces",310
1140,1140,Effigy based on theme of coronavirus put up in Mumbai ahead of Holika Dahan,310
1141,1141,People in Maharashtra exercise on streets after all gyms shut in state,310
1142,1142,"Pilot draws heart shape in sky in Iceland to thank medical workers, pic surfaces",312
1143,1143,UK couple exchange onion rings after wedding gets cancelled over coronavirus,312
1144,1144,"No new coronavirus case in 85 districts in 14 days; cases in India cross 28,000",312
1145,1145,Discussed extending lockdown post May 3 in the state: Meghalaya CM after PM meet,312
1146,1146,"58 active coronavirus cases in Gautam Buddha Nagar, green zones rise to 14",312
1147,1147,"PM said spike in COVID-19 cases could happen in June, July: Chhattisgarh Minister",312
1148,1148,Appeal to all to support Rajasthan's migrant workers returning home: CM,312
1149,1149,"No. of containment zones down from 1,036 to 805 in Mumbai",313
1150,1150,"Migrant workers are homesick, Centre must arrange for them to go home: Sena",314
1151,1151,Details of procurement of COVID-19 equipment must be made public: Cong,314
1152,1152,People from Haryana working in Delhi are 'corona-carriers': Haryana Minister,314
1153,1153,Lakhs and lakhs can't be quarantined by govt: WB CM Mamata allows home quarantine,314
1154,1154,Punjab policemen wear badge with name of Harjeet whose hand was chopped off in attack,314
1155,1155,"1 cured of COVID-19 discharged, total cases now 3: Puducherry Minister",314
1156,1156,PM announces COVID warriors website to connect people with local authorities,314
1157,1157,"Endangered Ganges River Dolphins spotted in Uttar Pradesh, video surfaces",314
1158,1158,"FB user says 'PM-backed firm' selling COVID-19 kits for ₹4,500, govt says fake news",315
1159,1159,60 Indian doctors dance to song 'Happy' amid coronavirus pandemic; video viral,315
1160,1160,Every 7th doctor in US is Indian and they're working as soldiers: AAPI Prez,315
1161,1161,Won't lose a single rupee: Govt clarifies after cancelling Chinese rapid test kits,315
1162,1162,KGMU becomes 1st govt hospital to launch plasma therapy for COVID-19,316
1163,1163,UP CM's 'Agra Model' will turn city into Wuhan: Akhilesh on Mayor's letter,316
1164,1164,"5 Northeast states coronavirus-free, no new cases in other 3: Jitendra Singh",316
1165,1165,Tamil Nadu builds walls at Andhra border to block movement of vehicles,316
1166,1166,ICMR asks states to stop using COVID-19 rapid test kits from 2 Chinese companies,316
1167,1167,Imposing COVID cess on ultra-rich may make up for revenue loss: Kumaraswamy,317
1168,1168,Have to give importance to economy along with fight against COVID-19: PM Modi,317
1169,1169,"Sonia writes to PM, suggests 5 steps to help MSMEs amid COVID-19 crisis",317
1170,1170,40% tax for those earning ₹1 cr to revive post COVID-19 economy: IRS officers,318
1171,1171,India to fast-track Chinese investment approvals after FDI changes: Report,318
1172,1172,10 lakh IT staff expected to work from home post lockdown: Infosys Co-founder,318
1173,1173,Millions may be pushed into poverty if lockdown isn't lifted soon: Ex-RBI Guv,318
1174,1174,Delhi's peak power demand falls up to 49% amid lockdown: Report,318
1175,1175,Singapore coastline packed with oil tankers amid slump in oil consumption,318
1176,1176,Made-in-India coronavirus vaccine could be ready in a year: Biocon MD,318
1177,1177,CBDT never asked IRS officers for suggestions on COVID-19 situation: I-T Dept,320
1178,1178,"CBI takes custody of DHFL's Kapil, Dheeraj Wadhawan from Satara",320
1179,1179,"RBI announces ₹50,000 crore special liquidity facility for mutual funds",321
1180,1180,"Tata Power, JSW Steel among companies seeking loan moratorium",321
1181,1181,UK economy may take until 2023 to fully recover from COVID-19: EY ITEM Club,321
1182,1182,"Tata Steel looking to get ₹4,718 cr bailout from UK government",321
1183,1183,India should convert world’s hatred for China into economic opportunity: Gadkari ,323
1184,1184,Reliance JioMart launches WhatsApp order service for groceries in select cities,324
1185,1185,Billionaire Richard Branson looking for a buyer for Virgin Atlantic: Reports,326
1186,1186,Boeing terminates $4.2 billion deal to buy 80% of Embraer,326
1187,1187,Vodafone Idea will bounce back despite AGR stress: Bharti Infratel ,326
1188,1188,Reliance Home Finance defaults on over ₹70 cr term loan repayment,326
1189,1189,HDFC acquires 6.43% stake in Reliance Capital by invoking pledged shares,326
1190,1190,About 328 entities opt for RBI's 3-month moratorium on loan repayment: ICRA,327
1191,1191,"KKR-backed India Grid Trust seeks nearly ₹6,000 crore in solar assets",327
1192,1192,"Criticism of China over COVID-19 a distraction, it did many things right: Gates",328
1193,1193,Kim Jong-un is alive and well: S Korean govt adviser after reports of his death,328
1194,1194,Hundreds call US hotline to ask if they can inject disinfectants after Trump's remark,328
1195,1195,Coronavirus-hit economy to witness a V-shape recovery: Apple CEO to Trump,328
1196,1196,Dolphins swim close to Turkey shore amid coronavirus lockdown,328
1197,1197,"UK reports 413 coronavirus deaths in 24 hours, lowest daily death toll since March 31",328
1198,1198,Six new symptoms of coronavirus added by US' health protection agency,328
1199,1199,Pak cleric blames 'scantily dressed women' for coronavirus in presence of PM,329
